job_title,company,location,job_link
"AI Product Engineer, Tech Lead",Augment Code,United States,https://aijobs.ai/job/ai-product-engineer-tech-lead-1
AI Director Demand Generation,Tomorrow.io,United States,https://aijobs.ai/job/ai-director-demand-generation
AI Research Engineer,Archer,United States,https://aijobs.ai/job/ai-research-engineer-54
Enterprise Account Executive,Cresta,United States,https://aijobs.ai/job/enterprise-account-executive-132
Software Engineer - Prediction and Behavior ML,Applied Intuition,United States,https://aijobs.ai/job/software-engineer-prediction-and-behavior-ml-1
Staff AI Engineer,WillowTree,United States,https://aijobs.ai/job/staff-ai-engineer-55
Manager of Sales Engineering,Nightfall,United States,https://aijobs.ai/job/manager-of-sales-engineering
Senior Software Engineer - ML Infrastructure,Applied Intuition,United States,https://aijobs.ai/job/senior-software-engineer-ml-infrastructure-4
"Member of Technical Staff, AI Agent Development Lead",Postman,United States,https://aijobs.ai/job/member-of-technical-staff-ai-agent-development-lead
Head of Account Management & Customer Success,Factored,United States,https://aijobs.ai/job/head-of-account-management-customer-success
Human Frontier Collective Fellow - Medical (US - Remote),Scale AI,United States,https://aijobs.ai/job/human-frontier-collective-fellow-medical-us-remote
Lead Data Scientist,Fortra,United States,https://aijobs.ai/job/lead-data-scientist-831
Manager (Transfer Pricing practice),Charles River Associates,United States,https://aijobs.ai/job/manager-transfer-pricing-practice
Product Manager - AI Agent,Cresta,United States,https://aijobs.ai/job/product-manager-ai-agent-1
Partner Enablement Manager,Spot AI,United States,https://aijobs.ai/job/partner-enablement-manager
Senior Bioinformatics Engineer,EvolutionaryScale,United States,https://aijobs.ai/job/senior-bioinformatics-engineer
"Engineering Manager, Machine Learning Operations",PitchBook Data,United States,https://aijobs.ai/job/engineering-manager-machine-learning-operations-2
Machine Learning / Data Scientist,Docugami,United States,https://aijobs.ai/job/machine-learning-data-scientist-12
Consulting Associate (Intellectual Property practice),Charles River Associates,United States,https://aijobs.ai/job/consulting-associate-intellectual-property-practice-2
Senior Full-Stack AI Engineer,Coursera,United States,https://aijobs.ai/job/senior-full-stack-ai-engineer-1
"Sr. Software Engineer, Video Pipeline (Remote or SF Bay Area)",Spot AI,United States,https://aijobs.ai/job/sr-software-engineer-video-pipeline-remote-or-sf-bay-area
(2027 Bachelor's/Master's graduates) Accounting/Business/Finance Consulting Analyst/Associate Intern (Summer 2026),Charles River Associates,United States,https://aijobs.ai/job/2027-bachelorsmasters-graduates-accountingbusinessfinance-consulting-analystassociate-intern-summer-2026-1
Machine Learning Research Lead,IMC Trading,United States,https://aijobs.ai/job/machine-learning-research-lead
"Customer Success Manager, Mid-Market Accounts - Remote US",Seamless.AI,United States,https://aijobs.ai/job/customer-success-manager-mid-market-accounts-remote-us
Sales Development Representative (12-8 PM EST) - Remote US,Seamless.AI,United States,https://aijobs.ai/job/sales-development-representative-12-8-pm-est-remote-us-1
Principal AI Engineer,Apollo.io,United States,https://aijobs.ai/job/principal-ai-engineer-79
Billing Analyst (Forensic Services practice),Charles River Associates,United States,https://aijobs.ai/job/billing-analyst-forensic-services-practice
Account Executive,RadiantSecurity,United States,https://aijobs.ai/job/account-executive-206
Senior Full Stack Engineer,Coactive Systems,United States,https://aijobs.ai/job/senior-full-stack-engineer-49
"Senior Gameplay Programmer, AI",Insomniac Games,United States,https://aijobs.ai/job/senior-gameplay-programmer-ai-5
AI Hardware Architecture Intern,Tenstorrent,United States,https://aijobs.ai/job/ai-hardware-architecture-intern-1
Associate (Intellectual Property practice),Charles River Associates,United States,https://aijobs.ai/job/associate-intellectual-property-practice
Data Scientist - MID Job#480,Allen Integrated Solutions,United States,https://aijobs.ai/job/data-scientist-mid-job480-3
AI/ML Engineer - Defense,Applied Intuition,United States,https://aijobs.ai/job/aiml-engineer-defense
Revenue Accounting Manager,Cresta,United States,https://aijobs.ai/job/revenue-accounting-manager-6
"AI, Automation, & Technology Manager, People Team",Tenstorrent,United States,https://aijobs.ai/job/ai-automation-technology-manager-people-team
Senior Full Stack Engineer (New York office 2-3x per week),PolyAI,United States,https://aijobs.ai/job/senior-full-stack-engineer-new-york-office-2-3x-per-week
(2026 Bachelor's/Master's graduates) Management Advisory Analyst/Associate (Energy),Charles River Associates,United States,https://aijobs.ai/job/2026-bachelorsmasters-graduates-management-advisory-analystassociate-energy
"Staff Backend Engineer, AI Infra",Apollo.io,United States,https://aijobs.ai/job/staff-backend-engineer-ai-infra
Forward Deployed Engineer - Applied AI,Wonderschool,United States,https://aijobs.ai/job/forward-deployed-engineer-applied-ai-1
"Machine Learning Engineer, Recommendation (Junior & New Grad)",NewsBreak,United States,https://aijobs.ai/job/machine-learning-engineer-recommendation-junior-new-grad
Senior / Staff ML Engineer,Instawork,United States,https://aijobs.ai/job/senior-staff-ml-engineer-1
Staff Data Scientist,Weee!,United States,https://aijobs.ai/job/staff-data-scientist-491
Power and Natural Gas Modeling and Markets Lead (Energy practice),Charles River Associates,United States,https://aijobs.ai/job/power-and-natural-gas-modeling-and-markets-lead-energy-practice
"Senior Product Manager, AI Platform",Komodo Health,United States,https://aijobs.ai/job/senior-product-manager-ai-platform-2
"Senior Data Scientist, Modeling",Babylist,United States,https://aijobs.ai/job/senior-data-scientist-modeling
ML Runtime Optimization Engineer - Lead,Applied Intuition,United States,https://aijobs.ai/job/ml-runtime-optimization-engineer-lead-1
Sr. Data Scientist,6sense,United States,https://aijobs.ai/job/sr-data-scientist-520
Curriculum Manager - Artificial Intelligence,"DataCamp, Inc.",United States,https://aijobs.ai/job/curriculum-manager-artificial-intelligence-4
"AI / ML Engineer, Software Engineering - Vice President",iCapital,United States,https://aijobs.ai/job/ai-ml-engineer-software-engineering-vice-president
"Customer Success Manager, Advertising (DSP)",CommerceIQ,United States,https://aijobs.ai/job/customer-success-manager-advertising-dsp-1
Network Engineer,Charles River Associates,United States,https://aijobs.ai/job/network-engineer-5
Machine Learning Research Intern - Summer 2026,IMC Trading,United States,https://aijobs.ai/job/machine-learning-research-intern-summer-2026-2
(2027 Bachelor's/Master's graduates) Economics Consulting Analyst/Associate Intern (Summer 2026),Charles River Associates,United States,https://aijobs.ai/job/2027-bachelorsmasters-graduates-economics-consulting-analystassociate-intern-summer-2026-1
AI Performance Simulation Architect,Tenstorrent,United States,https://aijobs.ai/job/ai-performance-simulation-architect
AI Ecosystem Head,Postman,United States,https://aijobs.ai/job/ai-ecosystem-head
"Senior Staff SWE, AI Agentic",Moloco,United States,https://aijobs.ai/job/senior-staff-swe-ai-agentic
Associate Principal (Intellectual Property practice),Charles River Associates,United States,https://aijobs.ai/job/associate-principal-intellectual-property-practice
Principal AI Research Engineer,Archer,United States,https://aijobs.ai/job/principal-ai-research-engineer-1
Automation Engineer,Charles River Associates,United States,https://aijobs.ai/job/automation-engineer-6
Machine Learning Engineer l / ll,Cohere Health,United States,https://aijobs.ai/job/machine-learning-engineer-l-ll
ML Perception Software Engineer,Applied Intuition,United States,https://aijobs.ai/job/ml-perception-software-engineer-1
Data Scientist - Senior Job#482,Allen Integrated Solutions,United States,https://aijobs.ai/job/data-scientist-senior-job482-3
Lead Machine Learning Engineer,Cohere Health,United States,https://aijobs.ai/job/lead-machine-learning-engineer-326
"Power Architect, AI Data Center Chiplets",Tenstorrent,United States,https://aijobs.ai/job/power-architect-ai-data-center-chiplets
Data Scientist (Senior) Job#493,Allen Integrated Solutions,United States,https://aijobs.ai/job/data-scientist-senior-job493-3
Senior Manager (Transfer Pricing practice),Charles River Associates,United States,https://aijobs.ai/job/senior-manager-transfer-pricing-practice
"Senior Engineer, AI/ML Hardware/Software Validation","Samsung Semiconductor, Inc.",United States,https://aijobs.ai/job/senior-engineer-aiml-hardwaresoftware-validation
Software Engineer – AI Powered Engineering,IMC Trading,United States,https://aijobs.ai/job/software-engineer-ai-powered-engineering
"Principal Software Engineer, ML Frameworks",Tenstorrent,United States,https://aijobs.ai/job/principal-software-engineer-ml-frameworks
(2027 Bachelor's/Master's grads) Management Advisory Analyst/Associate Intern (Summer 2026),Charles River Associates,United States,https://aijobs.ai/job/2027-bachelorsmasters-grads-management-advisory-analystassociate-intern-summer-2026-1
(2026 PhD/ABD graduates) Economic Consulting Senior Associate,Charles River Associates,United States,https://aijobs.ai/job/2026-phdabd-graduates-economic-consulting-senior-associate
Senior Data Engineer,Apollo.io,United States,https://aijobs.ai/job/senior-data-engineer-65
Graduate Machine Learning Researcher,IMC Trading,United States,https://aijobs.ai/job/graduate-machine-learning-researcher
Senior Computer Vision Test Engineer,Metropolis,United States,https://aijobs.ai/job/senior-computer-vision-test-engineer
Revenue: Sales Development Representative,DevRev,United States,https://aijobs.ai/job/revenue-sales-development-representative
Senior Associate/Computer Scientist (Forensic Services practice),Charles River Associates,United States,https://aijobs.ai/job/senior-associatecomputer-scientist-forensic-services-practice
Data Scientist - Junior Job#479,Allen Integrated Solutions,United States,https://aijobs.ai/job/data-scientist-junior-job479-3
"Manager, Client Programs and Business Development",Charles River Associates,United States,https://aijobs.ai/job/manager-client-programs-and-business-development
"Sr. Engineer, Software - AI Compiler",Tenstorrent,United States,https://aijobs.ai/job/sr-engineer-software-ai-compiler-1
Forward Deployed Architect,DevRev,United States,https://aijobs.ai/job/forward-deployed-architect
Associate (Labor & Employment practice),Charles River Associates,United States,https://aijobs.ai/job/associate-labor-employment-practice-2
AI Engineer,6sense,United States,https://aijobs.ai/job/ai-engineer-855
"Staff Engineer, AI/ML for Chip Design","Samsung Semiconductor, Inc.",United States,https://aijobs.ai/job/staff-engineer-aiml-for-chip-design
ML Runtime Optimization Engineer,Applied Intuition,United States,https://aijobs.ai/job/ml-runtime-optimization-engineer-1
"Staff Design Verification Engineer, AI HW",Tenstorrent,United States,https://aijobs.ai/job/staff-design-verification-engineer-ai-hw
"Senior Manager, Solutions Architecture - Data & AI",WillowTree,United States,https://aijobs.ai/job/senior-manager-solutions-architecture-data-ai
"Member of Technical Staff, AI Reliability & Monitoring Engineering Lead",Postman,United States,https://aijobs.ai/job/member-of-technical-staff-ai-reliability-monitoring-engineering-lead
"Senior Manager, AI Automation Strategy",WillowTree,United States,https://aijobs.ai/job/senior-manager-ai-automation-strategy
Machine Learning SoC architect,Tenstorrent,United States,https://aijobs.ai/job/machine-learning-soc-architect
"Sr. ML Engineer, AI Cloud",Tenstorrent,United States,https://aijobs.ai/job/sr-ml-engineer-ai-cloud
ML Prediction and Planner - Lead,Applied Intuition,United States,https://aijobs.ai/job/ml-prediction-and-planner-lead
Human Frontier Collective Fellow - GenAI (US - Remote),Scale AI,United States,https://aijobs.ai/job/human-frontier-collective-fellow-genai-us-remote
"Staff Engineer, AI Microarchitecture","Samsung Semiconductor, Inc.",United States,https://aijobs.ai/job/staff-engineer-ai-microarchitecture
"Senior Applied Machine Learning Engineer, Frontier AI",Anduril,United States,https://aijobs.ai/job/senior-applied-machine-learning-engineer-frontier-ai
Staff Machine Learning Engineer - Generative AI,Xometry,United States,https://aijobs.ai/job/staff-machine-learning-engineer-generative-ai-1
"Senior Software Engineer, Machine Learning (C++ or Python)",Anduril,United States,https://aijobs.ai/job/senior-software-engineer-machine-learning-c-or-python
"Senior Software Engineer, Data Science & Machine Learning",Anduril,United States,https://aijobs.ai/job/senior-software-engineer-data-science-machine-learning
Senior Product Marketing Manager – Anaplan Intelligence (AI),Anaplan,United States,https://aijobs.ai/job/senior-product-marketing-manager-anaplan-intelligence-ai-1
Senior Global AI Data Architect,IPG DXTRA,United States,https://aijobs.ai/job/senior-global-ai-data-architect
"Senior Machine Learning Engineer, Sentry Tower",Anduril,United States,https://aijobs.ai/job/senior-machine-learning-engineer-sentry-tower
Data Scientist,TEGNA,United States,https://aijobs.ai/job/data-scientist-7049
Senior AI Solutions Engineer,IPG DXTRA,United States,https://aijobs.ai/job/senior-ai-solutions-engineer-24
"Software Engineer, ML & ML Ops",Anduril,United States,https://aijobs.ai/job/software-engineer-ml-ml-ops
AI Engineer (Prompt),TEGNA,United States,https://aijobs.ai/job/ai-engineer-prompt
"Senior Mission Software Engineer, Frontier AI",Anduril,United States,https://aijobs.ai/job/senior-mission-software-engineer-frontier-ai
AI Agent Developer Lead,WPP,United States,https://aijobs.ai/job/ai-agent-developer-lead-1
Principal AI Solution Architect,Backbase,United States,https://aijobs.ai/job/principal-ai-solution-architect
"Manager, Technology Sourcing – Software (AI Sourcing)",DoorDash,United States,https://aijobs.ai/job/manager-technology-sourcing-software-ai-sourcing
"Senior Computer Vision Engineer, Maneuver Dominance",Anduril,United States,https://aijobs.ai/job/senior-computer-vision-engineer-maneuver-dominance
"Vice President, AI+You",IPG DXTRA,United States,https://aijobs.ai/job/vice-president-aiyou
"Sr. Software Engineer, AI - Contract",PlayStation Global,United States,https://aijobs.ai/job/sr-software-engineer-ai-contract
Sr. Data Scientist - Experimentation & Measurement,PlayStation Global,United States,https://aijobs.ai/job/sr-data-scientist-experimentation-measurement-1
Senior Staff Engineer/ Data Scientist - Risk Intelligence,OKX,United States,https://aijobs.ai/job/senior-staff-engineer-data-scientist-risk-intelligence
AI Systems Engineer,PlayStation Global,United States,https://aijobs.ai/job/ai-systems-engineer-17
Senior Machine Learning Scientist II,Axon,United States,https://aijobs.ai/job/senior-machine-learning-scientist-ii-3
"Sr Data Scientist, Risk",OKX,United States,https://aijobs.ai/job/sr-data-scientist-risk-1
AI Agent Developer,WPP,United States,https://aijobs.ai/job/ai-agent-developer-3
"Director of Product Management, AI",Motive,United States,https://aijobs.ai/job/director-of-product-management-ai-5
Senior AI Operations Product Manager (GTM),Motive,United States,https://aijobs.ai/job/senior-ai-operations-product-manager-gtm
"Machine Learning Engineer II, Search",PlayStation Global,United States,https://aijobs.ai/job/machine-learning-engineer-ii-search
Staff Software Engineer - AI Tools,PlayStation Global,United States,https://aijobs.ai/job/staff-software-engineer-ai-tools
"Principal Data Scientist, Risk",OKX,United States,https://aijobs.ai/job/principal-data-scientist-risk
"Senior Manager, Digital Trust & Controls Assurance Audit (Data Security & AI Governance SME)",OKX,United States,https://aijobs.ai/job/senior-manager-digital-trust-controls-assurance-audit-data-security-ai-governance-sme
Sr. Machine Learning Software Engineer,PlayStation Global,United States,https://aijobs.ai/job/sr-machine-learning-software-engineer-1
"Machine Learning Engineer II, Trust & Safety",PlayStation Global,United States,https://aijobs.ai/job/machine-learning-engineer-ii-trust-safety
Development Assistant,Americans for Responsible Innovation,"San Francisco Bay Area, ▪ ...",https://ats.rippling.com/americans-for-responsible-innovation/jobs/475c7b5f-b2eb-40a0-b01f-a8375f9e16a9
"Fellow in Residence, AI Institute",Schmidt Sciences,"New York, NY, ▪ ...",https://jobs.lever.co/schmidt-entities/c42b4c52-d92a-4bd6-bac6-6b2d94159b35
"Fellows, Center on AI, Security, and Technology",RAND Corporation,"Washington, DC, ▪ San Francisco Bay Area, ▪ ...",https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/fellows.html
"Program Lead, AI for Good",Evidence Action,"Remote, USA, ▪ ...",https://apply.workable.com/evidence-action/j/A94E2AEC5F/
"Researcher, Data and Trends",Epoch AI,"San Francisco Bay Area, ▪ ...",https://jobs.lever.co/epoch-ai/bfae9497-e8dd-4d3d-a81c-6df03fb0f756
Nuclear Engineer,Google DeepMind,"San Francisco Bay Area, ▪ ...",https://boards.greenhouse.io/deepmind/jobs/7339193
"Research Scientist, Frontier AI Safety and Responsibility",Google DeepMind,"New York, NY, ▪ ...",https://boards.greenhouse.io/deepmind/jobs/7341608
Chief of Staff,Goodfire,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/goodfire/jobs/4499050008
Tech Journalism Fund,Omidyar Network,"USA, ▪ ...",https://omidyar.com/where-we-focus/tech-journalism-fund/
"Research Engineer, Chemical, Biological, Radiological, and Nuclear AI Responsibility, San Francisco",Google DeepMind,"San Francisco Bay Area, ▪ ...",https://boards.greenhouse.io/deepmind/jobs/7341408
"Research Engineer, Chemical, Biological, Radiological, and Nuclear AI Responsibility, New York",Google DeepMind,"New York, NY, ▪ ...",https://boards.greenhouse.io/deepmind/jobs/7339898
"Red Teaming Lead, Responsibility",Google DeepMind,"New York, NY, ▪ ...",https://boards.greenhouse.io/deepmind/jobs/7336899
"Research Fellow, Artificial Intelligence",Council on Foreign Relations,"New York, NY, ▪ ...",https://careers-cfr.icims.com/jobs/2826/research-fellow%2c-artificial-intelligence/job?mode=view&mobile=false&width=1905&height=500&bga=true&needsRedirect=false&jan1offset=-300&jun1offset=-240
Chief of Staff,Evitable,"San Francisco Bay Area, ▪ ...",https://evitable.com/chief-of-staff
Communications Associate / Head of Communications,Evitable,"San Francisco Bay Area, ▪ ...",https://evitable.com/communications-associate-head
Operations Associate / Head of Operations,Evitable,"San Francisco Bay Area, ▪ ...",https://evitable.com/operations-associate-head
Reporters in Residence (Winter 2026),Omidyar Network,"Remote, USA, ▪ ...",https://job-boards.greenhouse.io/omidyarnetwork/jobs/7329668
"Senior Manager, Strategy, Planning, and Management, HIV / Tuberculosis R&D",Gates Foundation,"Seattle metro area, ▪ ...",https://gatesfoundation.wd1.myworkdayjobs.com/en-US/Gates/job/Seattle-WA/Senior-Manager--Strategy--Planning--and-Management--HIV-TB-R-D_B021262-1
List of Short-Term Policy Programs,Horizon Institute for Public Service,"Washington, DC, ▪ ...",https://emergingtechpolicy.org/pathways/short-term-policy-programs/
Enterprise Security Lead,OpenAI,"San Francisco Bay Area, ▪ ...",https://openai.com/careers/enterprise-security-lead-san-francisco/
"Program Manager, Artificial Intelligence",Foundation for American Innovation,"Washington, DC, ▪ ...",https://www.thefai.org/posts/job-listing-program-manager-artificial-intelligence
"Research Fellow / Senior Fellow, Artificial Intelligence",Foundation for American Innovation,"Washington, DC, ▪ ...",https://www.thefai.org/posts/job-listing-research-fellow-senior-fellow-artificial-intelligence
"Research Fellow / Senior Research Fellow, Frontier AI","Georgetown University, Center for Security and Emerging Technology","Washington, DC, ▪ ...",https://cset.georgetown.edu/job/research-or-senior-fellow-frontier-ai/
Machine Learning Security Research Fellow,Trail of Bits,"USA, ▪ ...",https://apply.workable.com/j/2744E366A7
"Expression of Interest, Movement Building",Evitable,"San Francisco Bay Area, ▪ ...",https://form.jotform.com/252827895601163
"Program Associate / Senior Program Associate, Fellowship",Tarbell Center for AI Journalism,"San Francisco Bay Area, ▪ London, UK, ▪ ...",https://www.tarbellcenter.org/program-associate-fellowship
"Program Manager / Program Director, Fellowship",Tarbell Center for AI Journalism,"San Francisco Bay Area, ▪ London, UK, ▪ ...",https://www.tarbellcenter.org/program-manager-fellowship
"Research Engineer / Scientist, Model Welfare",Anthropic,"San Francisco Bay Area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4812169008
"Security Engineer, Operating Systems",Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4929693008
"Security Engineer, Systems Integrity",Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4929689008
Research Fellow / Senior Research Fellow,Forethought,"Oxford, UK, ▪ San Francisco Bay Area, ▪ Remote, Global, ▪ ...",https://www.forethought.org/careers/researcher
"Policy Advisor / Senior Policy Advisor, AI Governance and Policy",Open Philanthropy,"Washington, DC, ▪ ...",https://jobs.ashbyhq.com/openphilanthropy/e460e5fc-fe36-43e8-a23f-ed4b35bac0ac?utm_source=022
"Technical Lead, Safety Research",OpenAI,"San Francisco Bay Area, ▪ ...",https://openai.com/careers/technical-lead-safety-research-san-francisco/
Founding Generalist,Kairos,"San Francisco Bay Area, ▪ London, UK, ▪ Boston metro area, ▪ Remote, Global, ▪ ...",https://kairos-project.org/hiring/founding-generalist?utm_source=80k&utm_medium=job-board&utm_campaign=hiring-2025-q4
Senior Programs and Strategy Manager,FAR AI,"San Francisco Bay Area, ▪ Remote, Global, ▪ Remote, USA, ▪ ...",https://www.far.ai/careers/senior-programs-and-strategy-manager
Postdocs / Research Staff / Staff Programmers / Interns,"University of California, Berkeley, Department of Electrical Engineering and Computer Sciences","San Francisco Bay Area, ▪ ...",https://dawnsong.io/
Senior AI Security Researcher,"Carnegie Mellon University, Software Engineering Institute","Pittsburgh, PA, ▪ ...",https://cmu.wd5.myworkdayjobs.com/en-US/SEI/job/Pittsburgh-PA/Senior-AI-Security-Researcher_2022900-1
Applied AI / ML Researcher,"Massachusetts Institute of Technology, Lincoln Laboratory","Washington, DC, ▪ ...",https://careers.ll.mit.edu/job/Lexington-Applied-AIML-Researcher-MA-02420/1288187600/
Corporate Security Manager,OpenAI,"Washington, DC, ▪ ...",https://openai.com/careers/corporate-security-manager-washington-dc/
Physical Security Systems Engineer,OpenAI,"San Francisco Bay Area, ▪ ...",https://openai.com/careers/physical-security-systems-engineer-san-francisco/
"Machine Learning Research Lead, Security and Policy Research Lab",Scale AI,"San Francisco Bay Area, ▪ New York, NY, ▪ ...",https://scale.com/careers/4620629005
AI Platform Security Engineer,Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4942002008
Research Fellow (Summer 2026),Institute for Law and AI,"Washington, DC, ▪ San Francisco Bay Area, ▪ ...",https://law-ai.org/srf-us/
"Member of Technical Staff, AI Safety Post-Training",Microsoft,"San Francisco Bay Area, ▪ New York, NY, ▪ Seattle metro area, ▪ ...",https://microsoft.ai/job/member-of-technical-staff-ai-safety-post-training/
List of Top US Policy Master's Programmes,Various US Universities,"USA, ▪ ...",https://airtable.com/shrC1Dswb9eIiTWzG/tbl2ljqBV2ztwdOSU
Research Engineering Fellow,Goodfire,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/goodfire/jobs/4946363008
"Lead Research Engineer / Scientist, Cyber",OpenAI,"San Francisco Bay Area, ▪ ...",https://openai.com/careers/lead-research-engineer-scientist-cyber-san-francisco/
Go-To-Market Lead,Goodfire,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/goodfire/jobs/4940628008
Technical Associate / Predoctoral Research Assistant,"Massachusetts Institute of Technology, FutureTech","Boston metro area, ▪ ...",https://futuretech.mit.edu/opportunities/technical-associate-predoctoral-research-assistant
Postdoctoral Associate,"Massachusetts Institute of Technology, FutureTech","Boston metro area, ▪ ...",https://futuretech.mit.edu/opportunities/postdoctoral-associate
"Intern, Russian Language, Warfare, Irregular Threats, and Terrorism Program (Fall / Winter 2025)",Center for Strategic and International Studies,"Washington, DC, ▪ ...",https://careers.csis.org/opportunities/1689
"Intern, China Studies (Spring 2026)",Center for Strategic and International Studies,"Washington, DC, ▪ ...",https://careers.csis.org/opportunities/1690
Operations Coordinator,Constellation,"San Francisco Bay Area, ▪ ...",https://www.constellation.org/careers/operations-coordinator
"Lead Research Engineer / Scientist, Chemical and Biological Risk",OpenAI,"San Francisco Bay Area, ▪ ...",https://openai.com/careers/lead-research-engineer-scientist-chemical-and-biological-risk-san-francisco/
Research Engineer Intern (Summer 2026),Center for AI Safety,"San Francisco Bay Area, ▪ ...",https://jobs.lever.co/aisafety/c4574e64-bc5b-40e1-a64a-a417551d8fae
Infrastructure Engineer,FAR AI,"San Francisco Bay Area, ▪ Remote, Global, ▪ Remote, USA, ▪ ...",https://www.far.ai/careers/infrastructure-engineer
"Postdoctoral Fellowship, AI Existential Safety (2026)",Future of Life Institute,"USA, ▪ Canada, ▪ UK, ▪ ...",https://www.grantinterface.com/Opportunity/Catalog?urlkey=fli&source=80k
"PhD Fellowship, US-China AI Governance (2026)",Future of Life Institute,"USA, ▪ Canada, ▪ UK, ▪ ...",https://www.grantinterface.com/Opportunity/Catalog?urlkey=fli&source=80k
"PhD Fellowship, AI Existential Safety (2026)",Future of Life Institute,"USA, ▪ Canada, ▪ UK, ▪ ...",https://www.grantinterface.com/Opportunity/Catalog?urlkey=fli&source=80k
Director of Operations,Model Evaluation and Threat Research,"San Francisco Bay Area, ▪ ...",https://jobs.lever.co/metr/1906a024-9bb0-4175-b74a-224dd96fafea
"Senior Officer, Vaccine Delivery Enablement",Gates Foundation,"Seattle metro area, ▪ ...",https://gatesfoundation.wd1.myworkdayjobs.com/en-US/Gates/job/Seattle-WA/Senior-Officer--Vaccine-Delivery-Enablement--LTE-_B021250-1
"Research Associate, Artificial Intelligence",Council on Foreign Relations,"Washington, DC, ▪ ...",https://careers-cfr.icims.com/jobs/2822/research-associate%2c-artificial-intelligence/job?mode=view
Scheduler,Americans for Responsible Innovation,"Washington, DC, ▪ ...",https://ats.rippling.com/americans-for-responsible-innovation/jobs/691c541e-f267-4b2f-a792-ccbf6669ccce
"Trainee, Indo-Pacific Program (Spring 2026)",German Marshall Fund,"Washington, DC, ▪ ...",https://gmfus.hrmdirect.com/employment/job-opening.php?req=3546185&req_loc=1077820&&#job
Senior ML Research Engineer / Scientist,Model Evaluation and Threat Research,"San Francisco Bay Area, ▪ ...",https://jobs.lever.co/metr/4477967c-a6bd-4b5f-b85b-d4b5335cc653
"Summer Associate, Policy Research",RAND Corporation,"Los Angeles, CA, ▪ Washington, DC, ▪ Pittsburgh, PA, ▪ Boston metro area, ▪ Remote, USA, ▪ ...",https://rand.wd5.myworkdayjobs.com/en-US/External_Career_Site/job/Santa-Monica-CA-Greater-Los-Angeles-Area/RAND-Summer-Associate-Program---ENGINEERING--COMPUTER-SCIENCE--MATH--DATA-SCIENCE--ARTIFICIAL-INTELLIGENCE---PHYSICAL-SCIENCES_R3370
"Summer Associate, Operations Research",RAND Corporation,"Los Angeles, CA, ▪ Washington, DC, ▪ Pittsburgh, PA, ▪ Boston metro area, ▪ Remote, USA, ▪ ...",https://rand.wd5.myworkdayjobs.com/en-US/External_Career_Site/job/Santa-Monica-CA-Greater-Los-Angeles-Area/RAND-Summer-Associate-Program---OPERATIONS-RESEARCH--INDUSTRIAL-ENGINEERING-SYSTEMS-ENGINEERING--MANAGEMENT-SCIENCE--SUPPLY-CHAIN--RISK-ANALYSIS_R3371
"Engineering Manager, Cloud Security",Anthropic,"San Francisco Bay Area, ▪ Seattle metro area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4897424008
Postdoctoral Fellowship,Arms Control Association,"Washington, DC, ▪ ...",https://ucigcc.org/funding/postdoctoral-fellowship/
Government Fellowship,Institute of Electrical and Electronics Engineers,"Washington, DC, ▪ ...",https://ieeeusa.org/public-policy/government-fellowships/
World Fellows Program (2026),"Yale University, Jackson School of Global Affairs","New Haven, CT, ▪ ...",https://worldfellows.yale.edu/the-program/application/
"Engineering Manager, Secure Frameworks",Anthropic,"San Francisco Bay Area, ▪ Seattle metro area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4921729008
Program Associate,GiveWell,"Remote, USA, ▪ Remote, Global, ▪ ...",https://job-boards.greenhouse.io/givewell/jobs/4944026008
Office and Events Manager,GiveWell,"San Francisco Bay Area, ▪ ...",https://grnh.se/slqr6squ8us
Research Program Manager,Constellation,"San Francisco Bay Area, ▪ ...",https://www.constellation.org/careers/research-program-manager
"Machine Learning Researcher, AI Psychology and Agent Foundations","Charles University, Centre for Theoretical Studies","Prague, Czech Republic, ▪ London, UK, ▪ San Francisco Bay Area, ▪ ...",https://acsresearch.org/hiring
"Researcher, LLM Psychology and Sociology","Charles University, Centre for Theoretical Studies","Prague, Czech Republic, ▪ London, UK, ▪ San Francisco Bay Area, ▪ ...",https://acsresearch.org/hiring
"Research Fellow, Gradual Disempowerment","Charles University, Centre for Theoretical Studies","Prague, Czech Republic, ▪ London, UK, ▪ San Francisco Bay Area, ▪ ...",https://acsresearch.org/hiring#research-fellow---gradual-disempowerment
"Platform and Portfolio Lead, Enterics, Diagnostics, Genomics and Epidemiology (12-Month)",Gates Foundation,"Seattle metro area, ▪ ...",https://gatesfoundation.wd1.myworkdayjobs.com/en-US/Gates/job/Seattle-WA/Platform---Portfolio-Lead--Enterics--Diagnostics--Genomics---Epidemiology--12-Month-LTE-_B021227
