Job Title,Company,Location,Job Description,Job link
"Research Intern, Great Power Competition",Hudson Institute,"Washington, DC, ▪ ...","In this role, you'll conduct research focused on great power competition and China, supporting Senior Fellow Michael Sobolik.
Gather and analyze data for podcasts, op-eds, and Senate hearings.
Keep the expert informed on current events related to US-China relations.
Assist with research projects, presentations, articles, and briefing memos.
Support administrative tasks and events while gaining exposure to critical international policy issues.",https://recruiting.paylocity.com/Recruiting/Jobs/Details/2984301
Head of Operations,HUD,"San Francisco Bay Area, ▪ ...","In this role, you'll set up, manage, and automate HUD's hiring/HR, expansion, and general operations as the company scales rapidly. 
Build operational foundations that let the team focus on AI safety evaluation research while ensuring smooth company growth.
Design and implement comprehensive hiring processes from job posting to onboarding.
Set up and manage HR systems, policies, and employee lifecycle management.
Automate workflows and technical processes for maximum efficiency.
Coordinate company expansion planning and execution while handling general startup operations.",https://jobs.ashbyhq.com/hud/f4d8ca21-c304-4d43-a917-3278fe0e99b2
Data Engineer,Elicit,"Remote, USA, ▪ San Francisco Bay Area, ▪ ...","In this role, you'll own building and optimizing an academic research paper pipeline.
Architect and implement robust, scalable solutions to handle growing data needs while maintaining high performance and data quality.
Work on efficiently processing, deduplicating, and indexing hundreds of millions of research papers.
Optimize Spark jobs and data pipelines to handle large amounts of data efficiently.
Develop processes to ensure regular updates from multiple academic paper sources are handled with efficient deduplication.",https://elicit.com/careers?ashby_jid=4617f630-f971-4716-b753-2915ce9c04a7
"Intern, Trustee Chair in Chinese Business and Economics (Fall 2025)",Center for Strategic and International Studies,"Washington, DC, ▪ ...","In this role, you'll support research on Chinese business, economics, and industrial policy for the CSIS Trustee Chair program.
Collect and analyze data on industrial policies, including firm-level data and government budgets in China and other economies.
Conduct research on industrial policy literature and news, assisting with qualitative and quantitative analysis for publications.
Write event summaries and provide logistical support for projects and events.
Manage multiple research priorities under tight deadlines while working both independently and as part of a team.",https://careers.csis.org/opportunities/1657
"Research Scientist / Engineer, Honesty",Anthropic,"San Francisco Bay Area, ▪ ...","As a Research Scientist/Engineer focused on honesty within the Finetuning Alignment team, you'll spearhead the development of techniques to minimise hallucinations and enhance truthfulness in language models.
Design and implement novel data curation pipelines to identify, verify, and filter training data for accuracy.
Develop specialised classifiers to detect potential hallucinations or miscalibrated claims made by the model.
Create and maintain comprehensive honesty benchmarks and evaluation frameworks.",https://boards.greenhouse.io/anthropic/jobs/4532887008
"Technical Lead, Data Centre Security",OpenAI,"Remote, USA, ▪ ...","In this role, you'll lead data center security efforts across OpenAI's global infrastructure, developing comprehensive security architecture and operations.
Recruit and mentor a multidisciplinary security team across multiple time zones.
Implement advanced security measures including hardware-rooted trust, segmented enclaves, and insider-risk countermeasures.
Conduct security design reviews, threat modeling, and supply-chain risk assessments.
Collaborate with engineering teams to define and enforce security best practices while ensuring compliance with regulatory requirements.",https://openai.com/careers/data-center-security-technical-lead-remote-us/
List of US Policy Fellowships,Various Fellowship Providers,"Various, USA, ▪ ...","Working in policy can be among the most effective ways to have a positive impact in your career.
Fellowships can help you pivot into or accelerate your policy career.
Click ""View Full List"" to see a list of potential options for policy fellowships in the US.",https://airtable.com/app3AlIYjrAVYhvIe/shr1dGfy6WQfJ5mei/tblD3ExDW2P8mtVlj
"Senior Research Data Scientist, AI Evaluations",Apple,"Seattle metro area, ▪ San Francisco Bay Area, ▪ New York, NY, ▪ San Diego, CA, ▪ ...","In this role, you'll combine human-centered research and data science expertise to support the development of responsible AI evaluation systems. 
Design and analyse studies with human subjects to ensure AI systems are safe and fair. 
Solve data engineering problems to enhance AI evaluation processes. 
Rapidly ship research insights to drive actionable improvements in AI systems. 
Foster fast, iterative development and continuous delivery within the research team.",https://www.linkedin.com/posts/joeehoover_datascience-responsibleai-machinelearning-activity-7286420830052339712-Ff_8/?utm_source=share&utm_medium=member_ios
Research Scientist,FAR AI,"San Francisco Bay Area, ▪ ...","FAR AI is seeking Research Scientists to develop and execute on a safety research agenda.
Develop new safety research projects within the domain of frontier AI technologies.
Execute on existing safety research projects to ensure goals are met.
Produce academic papers relevant to the safety and development of AI.
Host and participate in events with leading AI professionals.",https://www.far.ai/careers/research-scientist-39dfd
"Intern, Policy Associate, Great Power Competition and Emerging Technologies",GC Nexus,"Washington, DC, ▪ Remote, Global, ▪ ...","In this role, you'll support consulting and research work at the intersection of emerging technologies and great power competition.
Conduct research on key technologies within U.S.-China competition and global security dynamics.
Contribute to policy briefs, white papers, client reports, and blog posts.
Identify and organize contacts in government, think tanks, academia, and industry.
Support task tracking, meeting documentation, and knowledge database maintenance.",http://www.gc-nexus.com/news-1/we-are-hiring
Product Marketer,Elicit,"Remote, USA, ▪ San Francisco Bay Area, ▪ ...","In this role, you'll build an AI tool for science that helps researchers with tasks like summarizing papers and extracting data.
Join a small team working on language models since 2018, predating the AI bubble.
Contribute to a product that improves scientific reasoning and advances AI safety through truthful answers.
Work in a high-agency environment with minimal bureaucracy, shipping user-facing features weekly.
Collaborate with teammates across North America and Europe, with regular in-person co-working weeks.",https://elicit.com/careers?ashby_jid=36971deb-235c-4df8-8593-877adf9c3ce1
Infrastructure Security Engineer,xAI,"San Francisco Bay Area, ▪ ...","In this role, you'll design, implement, and maintain secure cloud infrastructure while ensuring the integrity of cloud-native applications.
Develop Infrastructure as Code templates with embedded security controls across multiple cloud platforms.
Implement and manage cloud security tools while conducting regular security assessments.
Collaborate with development teams to integrate security best practices into CI/CD pipelines.
Monitor cloud environments for security events and develop policies to address emerging threats.",https://job-boards.greenhouse.io/xai/jobs/4559149007
"Information Security Engineer, Generalist",xAI,"San Francisco Bay Area, ▪ ...","In this role, you'll work as a Security Generalist collaborating across multiple teams to enhance xAI's security posture.
Assist with monitoring alerts, refining detection rules, and supporting incident response efforts.
Conduct security code reviews, secure cloud architectures, and address AI/ML-specific vulnerabilities.
Develop automation scripts and tools to streamline security workflows across teams.
Identify and resolve cross-team security challenges while staying current with emerging threats in cloud-native and AI environments.",https://job-boards.greenhouse.io/xai/jobs/4767801007
"Internship, Communications",National Committee on US-China Relations,"Remote, USA, ▪ ...","In this role, you'll support the National Committee's communications team by creating digital content that enhances understanding of U.S.-China relations.
Produce promotional content including social media messaging, video clips, and graphics for U.S. and Chinese platforms.
Create and edit informative digital content using design and production platforms.
Collaborate on video interview series, podcasts, and public outreach initiatives.
Research U.S.-China-related themes such as AI competition, economic relations, and cultural exchanges to support digital projects.",https://www.ncuscr.org/internships/#communications-internship
Policy Associate,"University of Chicago, Development Innovation Lab","Chicago, IL, ▪ ...","In this role, you'll advance DIL's research agenda by fostering relationships, communicating findings, and identifying opportunities for collaboration in global development.
Develop strategic communications including speeches, presentations, and narratives showcasing DIL's impact.
Draft policy briefs, white papers, and presentations for senior policymakers.
Translate cutting-edge economic research into actionable policy recommendations.
Cultivate relationships with stakeholders in multilateral organizations, governments, and major donors.",https://uchicago.wd5.myworkdayjobs.com/External/job/Chicago-IL/Policy-Associate_JR31181
AI Engineer,Elicit,"San Francisco Bay Area, ▪ ...","In this role, you'll be responsible for building Elicit into a product researchers can’t live without.
Own backend implementation of our ""living document"" technology, curating, extending, and improving it.
Ship useful, exciting features to users on a weekly basis, focusing on code between the BFF endpoints and ML models.
Balance short-term feature shipping with building extensible and maintainable systems that are scalable, resilient, and easy to operate.
Contribute to discussions around system design, performance evaluation, and architecture.",https://elicit.com/careers?ashby_jid=d27d51d7-b318-4cb0-9b88-c37de18905f3
"Expression of Interest, Senior Leadership",Goodfire,"San Francisco Bay Area, ▪ ...","In this role, you'll provide senior leadership for an AI interpretability research company focused on making advanced AI systems understandable and aligned.
Shape organizational strategy and guide high-impact technical work at the frontier of AI safety.
Build and scale high-performing teams in a fast-moving, mission-driven environment.
Drive critical growth initiatives while maintaining a culture centered on mission, improvement, ownership, and urgency.
Contribute to developing foundational technology that ensures safe and beneficial AI systems for humanity's future.",https://job-boards.greenhouse.io/goodfire/jobs/4749403008
"Research Associate, Critical Minerals Security Program",Center for Strategic and International Studies,"Washington, DC, ▪ ...","In this role, you'll advance research and policy at the intersection of critical minerals and national, economic, and energy security.
Research and contribute to commentaries, analysis, and reports using quantitative and qualitative methodologies.
Prepare and execute workshops, events, and podcasts for CSIS and external partners.
Contribute to the program's thought leadership and strategic direction.
Manage program operations including budgeting, event coordination, and publication oversight.",https://careers.csis.org/opportunities/1643
"Visiting Fellow, Jeane Kirkpatrick Program",American Enterprise Institute,"Washington, DC, ▪ ...","In this role, you'll conduct in-depth research to produce policy recommendations enhancing American security and interests as part of the Jeane Kirkpatrick Fellowship Program.
Develop and disseminate research with AEI's support and training.
Publish longer works and place your research in leading national publications.
Brief policymakers on foreign and defense policy matters.
Host public and private events at the American Enterprise Institute.",https://careers-aei.icims.com/jobs/2472/jeane-kirkpatrick-visiting-fellows-program/job?in_iframe=1
"Member of Technical Staff, AI Digest (x2)",Sage,"Remote, Global, ▪ London, UK, ▪ San Francisco Bay Area, ▪ ...","In this role, you'll be responsible for ideating, designing, building, and writing interactive explainers and demos about AI progress for AI Digest.
Conceptualise and prioritise ideas for explainers that demystify AI progress and risks.
Design and build interactive web demos that clearly and compellingly explain AI capabilities.
Engage with policymakers, think tanks, media, and public to grow AI Digest's readership and influence.
Collaborate with experts to ensure accurate demonstrations of frontier AI capabilities and assess the impact of your work.",https://sage-future.org/jobs/mts-ai-digest
Asia Pacific Fellows Program,RAND Corporation,"Various, USA, ▪ ...","In this role, Asia Pacific Fellows will spend one year in residence at RAND to work on a pre-approved research project and take two courses at the Pardee RAND Graduate School. 
Conduct research and writing from an allocated office space with access to computing and telephone facilities, and administrative support.
Collaborate with a RAND analyst for networking and outreach within RAND and broader policy communities.
Present research findings to the RAND analytic community at both interim and final stages and complete a final report.",https://www.rand.org/global-and-emerging-risks/centers/international/asia-pacific-fellows-program.html
"Talent Pool, Artificial Intelligence Officer","United Nations, International Computing Centre","New York, NY, ▪ Valencia, Spain, ▪ Brindisi, Italy, ▪ ...","This talent pool provides opportunities to work on projects in areas such as machine learning, natural language processing, and computer vision.
Lead AI initiatives by collaborating with team members and the Head of the AI and Machine Learning Unit, focusing on policy, standards, and regulatory frameworks.
Develop operating models and create robust governance structures and control mechanisms.
Serve as the go-to AI expert within the data science and transformation team.
Provide guidance and communication to UNICC and client teams.",https://www.unicc.org/working-with-icc/talent-pool-artificial-intelligence-officer/
Various Fellowships,"US Government, Centers for Disease Control and Prevention","Various, USA, ▪ ...","CDC has diverse fellowship, internship, training, and volunteer opportunities for students and professionals.
Fellowship focuses include: Bioinformatics, biorisk management, environmental health, infectious disease laboratory measures, quality management, public health.",https://www.cdc.gov/fellowships/index.html
"Expression of Interest, Research Engineer",FAR AI,"Remote, Global, ▪ San Francisco Bay Area, ▪ ...","This role requires research engineers to work on AI safety projects and red-teaming.
Conduct research and development on safety mechanisms for frontier AI technologies.
Collaborate with experts to produce academic papers and reports.
Contribute to the design and execution of experiments and simulations.
Communicate findings through various channels, including academic publications and events.",https://www.far.ai/careers/research-engineer-expression-of-interest-20b36
"PhD Student, Assistantship, AI Safety, Generative AI, and Agentic AI Systems","University of Connecticut, Reducing Information Ecosystem Threats Lab","Storrs, CT, ▪ ...","In this role, expand existing work on the sociotechnical AI safety and alignment problem. 
Investigate methods to ensure AI systems are safe, reliable, and aligned with complex and diverse human values. 
Explore and evaluate the capabilities, implications, and risks of large language models and other generative AI technologies. 
Study the development, risks, and impacts of increasingly autonomous agentic AI systems, capable of complex decision-making and task completion.",https://infothreats.cse.uconn.edu/currently-hiring/
Enterprise Security Engineer,OpenAI,"New York, NY, ▪ ...","In this role, you'll implement and manage security for OpenAI's internal information systems and infrastructure.
Develop security measures to protect company information assets against unauthorized access or misuse.
Monitor systems for security threats and respond to alerts promptly.
Enforce IT security policies while hardening infrastructure across AzureAD, GSuite, and other SaaS tools.
Implement zero-trust security models and use AI-driven systems to improve security detection and response.",https://openai.com/careers/enterprise-security-engineer-new-york-city/
List of Research Assistant Positions,National Bureau of Economic Research,"Various, USA, ▪ ...","This list provides links to full-time job listings associated with research projects led by NBER-affiliated researchers, but which do not involve employment through NBER.
Positions typically have an expected duration of 1 to 3 years.",https://www.nber.org/career-resources/research-assistant-positions-not-nber
Senior Writer,The Deep View,"New York, NY, ▪ San Francisco Bay Area, ▪ Los Angeles, CA, ▪ ...","In this role, you'll track AI's biggest developments, curate must-know stories, and break down what matters most for a leading AI media brand.
Write and deliver a sharp, engaging daily newsletter that keeps readers informed about AI developments.
Sift through AI news to identify truly important stories, providing original analysis that differentiates our coverage.
Develop distinctive areas of expertise and become a go-to expert on specific AI beats.
Test and review AI tools to help readers distinguish between valuable products and overhyped offerings.",https://jobs.ashbyhq.com/tdv/4aa51878-d68a-4b09-a007-9c311ccf3271?trk=feed_main-feed-card_feed-article-content
Editorial Assistant,Slow Boring,"Washington, DC, ▪ ...","In this role, you'll provide editorial and administrative support for the Slow Boring newsletter in Washington, DC.
Copy edit and schedule newsletters while moderating community comment sections.
Create charts and graphics to accompany articles and research potential newsletter topics.
Draft and schedule podcast show notes and episode releases.",https://open.substack.com/pub/matthewyglesias/p/come-work-with-us?r=2dxy0&utm_campaign=post&utm_medium=email
"Open Call, Machine Learning Engineer",Gray Swan,"Pittsburgh, PA, ▪ Remote, Global, ▪ ...","In this role, you'll develop cutting-edge security solutions for AI systems to ensure safety and reliability.
Design, train, and deploy advanced machine learning models with focus on neural network architectures.
Build high-performance ML systems using Python and frameworks like PyTorch.
Develop scalable ML pipelines and integrate models into cloud-based infrastructure.
Apply expertise in AI security, adversarial ML, and robustness testing to create safer AI systems.",https://app.dover.com/apply/Gray%20Swan%20AI/05b54a6d-ee56-4ec9-a8a9-b3b076ccedd7/?rs=76643084
General Expression of Interest,Model Evaluation and Threat Research,"Remote, Global, ▪ San Francisco Bay Area, ▪ ...","This role calls for individuals who aim to work with METR in any capacity.
Contribute to empirical research determining the threat of frontier AI models to humanity.
Participate in pre-release evaluations of AI models with labs like OpenAI and Anthropic.
Inspire and support internal evaluation teams in leading labs.
Collaborate on initiatives that influence policies regarding AI development and risk assessment.",https://jobs.lever.co/metr/f3a6db11-7fd1-48e4-af42-20aad1ded72d
Principal Research Software Engineer,"Northeastern University, National Deep Inference Fabric","Boston metro area, ▪ ...","In this role you will assist in developing the National Deep Inference Fabric.
Design, build, and maintain a high-performance backend compute infrastructure to handle large volumes of traffic and throughput requests from researchers.
Address software and hardware issues related to security, compliance, reliability, and scalability performance.
Independently implement critical components such as scheduling, routing, quota management, authentication, authorization, and telemetry for efficient backend operations.",https://ndif.us/start.html#jobs
Senior Researcher,GiveWell,"Remote, Global, ▪ San Francisco Bay Area, ▪ ...","Senior Researchers at GiveWell are responsible for finding, researching, and recommending high-impact giving opportunities.
Lead on conducting research to identify outstanding programs and explore questions that affect program evaluation and prioritization.
Own complicated questions that inform analysis, such as improving cost-effectiveness modeling and prioritizing different program outcomes.
Leverage skills in critical research review, empirical analysis, modeling, and logical reasoning to make practical recommendations.
Communicate findings clearly, ask probing questions, and execute research that withstands scrutiny over time.",https://job-boards.greenhouse.io/givewell/jobs/4253692008
"Data Scientist, Alignment",AE Studio,"Remote, USA, ▪ Los Angeles, CA, ▪ ...","In this role, you'll work as a data scientist conducting AI alignment research while also supporting client projects at AE Studio.
Develop deep learning models for computer vision, NLP, or large language models.
Contribute to alignment research with the opportunity to have promising projects prioritized.
Collaborate on projects that increase human agency in the face of advancing AI capabilities.
Apply your ML experience in a fast-paced environment using software engineering best practices.",https://grnh.se/f78074f54us
"Security Engineer, Application Security, San Francisco",OpenAI,"San Francisco Bay Area, ▪ ...","In this role, you will be responsible for identifying and mitigating security vulnerabilities within software applications through building security tools, code reviews, penetration testing, and security assessments.
Perform regular security assessments, code reviews, and penetration testing to identify vulnerabilities in applications and software.
Design, develop, and implement security tools, frameworks, and methodologies to protect applications against security threats.
Ensure security best practices are integrated throughout the software development lifecycle.",https://openai.com/careers/security-engineer-application-security-san-francisco/
"Security Engineer, Application Security, Seattle",OpenAI,"Seattle metro area, ▪ ...","In this role, you will be responsible for identifying and mitigating security vulnerabilities within software applications.
Perform regular security assessments, code reviews, and penetration testing to identify vulnerabilities in applications and software.
Design, develop, and implement security tools, frameworks, and methodologies to protect applications against security threats.
Work closely with development teams to ensure security best practices are integrated throughout the software development lifecycle.",https://openai.com/careers/security-engineer-application-security-seattle/
Research Scientist,Patronus AI,"Remote, USA, ▪ San Francisco Bay Area, ▪ New York, NY, ▪ ...","In this role, you will help solve challenging open research problems facing society’s adoption of AI today, surrounding AI evaluation, language model understanding, and robustness challenges.
Develop state-of-the-art systems for AI evaluation and implement algorithms based on NLP advancements.
Conduct novel research on redteaming language models, automated evaluation, and alignment.
Scope out and lead research projects, including experiment design and understanding results.",https://ats.rippling.com/patronus-ai-jobs/jobs/fcf09b61-62df-4742-972d-f78fb22e26a0
AI Security Engineer,Preamble,"Pittsburgh, PA, ▪ ...","In this role, you will lead the development of next-generation cybersecurity solutions for advanced AI systems. 
Research, design, and implement cutting-edge security controls to protect AI models, data pipelines, and infrastructure from adversarial attacks and privacy vulnerabilities. 
Develop strategies to address regulatory risks. 
Collaborate with teams to ensure the secure deployment of AI technologies. 
Contribute to the creation and dissemination of research in top AI/ML and cybersecurity conferences.",https://preamble.zohorecruit.com/jobs/Careers/803280000000519066/AI-Security-Engineer?source=CareerSite
Various Internships (2024) (x7-10),Center for a New American Security,"Washington, DC, ▪ ...","Internship duration is six months.
Interns will contribute to research, publications, and events.
Role involves engaging in national security policy formation and debates.
Full-time commitment, with work at the Washington, DC office.
Interns receive a monthly stipend and transportation allowance.",https://www.cnas.org/careers/internships
List of Pathways Recent Graduate Placements,Various US Federal Government Departments,"Washington, DC, ▪ ...","The Pathways Recent Graduates Program offers federal employment opportunities for people who have recently finished studying. 
It is aimed at providing career development along with training and mentorship. 
To be eligible you must have graduated, within the past two years, from a qualifying educational institution or certificate program (veterans have up to six years to apply due to their military service obligation).
Click ""View Full List"" to see all currently available placements.",https://www.usajobs.gov/Search/Results?wt=15326&hp=graduates
Product Designer,Elicit,"Remote, USA, ▪ ...","In this role, you'll join the design team at Elicit to tackle complex interaction and product design challenges.
Conduct user research and adeptly unpack customer needs to inform design decisions.
Define pragmatic features and engage in big picture thinking, managing the nuances of working with a small, agile team.
Drive the design process from conceptual stages through to delivery, operating effectively in high ambiguity environments.
Address challenging problems such as enhancing analysis and synthesis and shaping how tools influence thought.",https://elicit.com/careers?ashby_jid=df2d9234-3176-46d3-a38e-505cad3b33f4
"Research Engineer / Research Scientist, Alignment",OpenAI,"San Francisco Bay Area, ▪ ...","In this role, you will be at the forefront of ensuring that AI systems consistently follow human intent, even in complex and unpredictable scenarios. 
Develop and evaluate alignment capabilities that are subjective, context-dependent, and hard to measure. 
Design evaluations to measure risks and alignment with human values. 
Build tools and evaluations to test model robustness in different situations. 
Design and evaluate new Human-AI interaction paradigms and scalable oversight methods. 
Train models to be calibrated on correctness and risk.",https://openai.com/careers/research-engineer-research-scientist-alignment-san-francisco/
Federal Internship Finder,Partnership for Public Service,"Washington, DC, ▪ ...","The federal government offers many job opportunities, but they can be difficult to find, track and navigate, complicated by short application windows and information scattered across hundreds of different webpages. 
The GoGovernment Federal Internship Finder, created by the Partnership for Public Service, helps simplify this search.
The tool compiles publicly accessible information about professional and academic opportunities in government for students and recent graduates into one centralized place.",https://gogovernment.org/federal-internship-finder/
Scoville Peace Fellowship,Scoville Peace Fellowship,"Washington, DC, ▪ ...","The fellowship duration is six to nine months, based in Washington, DC.
Fellows work with one of the participating organizations on peace and security issues.
They may engage in research, writing, and organizing activities to support their host organization.
The program specifically excludes Congressional lobbying from fellows' activities.
The fellowship aims to provide practical knowledge and experience in the field of peace and security.",https://scoville.org/overview/
List of Pathways Internship Placements,Various US Federal Government Departments,"Washington, DC, ▪ ...","The Pathways Internship Program offers federal internship opportunities for current students in high school, college, trade school or another qualifying educational institution. 
This program offers paid opportunities to work in federal agencies and explore federal careers while completing your education.
Click ""View Full List"" to see all currently available placements.",https://intern.usajobs.gov/Search/Results?hp=student&wt=15328&s=salary&sd=desc&p=1
AI-Related Roles in the US Federal Government,Various US Federal Government Departments (AI related),"Washington, DC, ▪ Various, USA, ▪ ...","The U.S. Government is hiring talent to ensure the U.S. leads in safe, secure, and trustworthy AI innovation to harness the opportunities of AI while mitigating its risks.
Click ""View Full List"" to see a full list of AI relevant roles in various government departments.",https://ai.usajobs.gov/Search/Results?cmco=AI&s=relevance&sd=asc&p=1
Research Scientist,Martian,"San Francisco Bay Area, ▪ ...","As a research scientist with Martian, you will develop new techniques to understand how AI models work.
Design experiments to measure the effectiveness of model mapping techniques.
Study models and how they can be turned into programs.
Manage and explore large datasets from interpretability experiments.
Investigate the internal operations of large language models and design novel approaches for understanding how they work.",https://jobs.gusto.com/postings/martian-learning-research-scientist-f649ff8b-b3a2-4343-b4fd-03a5130b8776
"Senior Director, Weather Forecasts","University of Chicago, Development Innovation Lab","Chicago, IL, ▪ ...","The University of Chicago is seeking a full-time Senior Director to lead the Human-Centered Weather Forecasts initiative, which aims to transform access to high-quality weather forecasts in low- and middle-income countries. 
Spearhead efforts to secure $20-$50 million in funding to establish a long-term program that will scale access to high-quality weather forecasts globally. 
Build and oversee a growing organisation, managing strategic planning, workstreams, and budgets. 
Lead negotiations with stakeholders to execute collaborations and represent the initiative at a global level.",https://uchicago.wd5.myworkdayjobs.com/en-US/External/job/Chicago-IL/Senior-Director--Weather-Forecasts_JR31397?q=JR31397
"Research Assistant to Oriana Skylar Mastro, Russian Language","Stanford University, Center for International Security and Cooperation","San Francisco Bay Area, ▪ ...","Dr. Oriana Skylar Mastro, a Center Fellow with CISAC at the Freeman Spogli Institute for International Studies, is seeking a Russian language research assistant. 
Conduct literature reviews on China-Russia military relations and Taiwan's defence and deterrence. 
Draft memos related to research findings. 
Revise and edit documents for clarity and accuracy. 
Evaluate Russian language primary and secondary sources on topics such as China-Russia military relations and US-China relations.",https://drive.google.com/file/d/1K4lGFeRefwa5IqUwLmOM5Va6jWMCee3H/view
General Expression of Interest,Constellation,"San Francisco Bay Area, ▪ ...","In this role, you'll be involved in roles that directly further Constellation’s mission. 
Run and help design programs such as the Astra Fellowship and the Machine Learning Alignment Bootcamp. 
Support various programs with responsibilities including IT management, CRM administration, and marketing operations. 
Oversee corporate infrastructure, covering finance, legal, and HR. 
Design and manage workspaces and facilities to support program operations.",https://www.constellation.org/careers/expression-of-interest
Fellowship Program,"Stanford University, Center for International Security and Cooperation","San Francisco Bay Area, ▪ ...","In this role, CISAC Fellows spend the academic year engaged in research and writing, and are expected to participate in seminars and interact with leading faculty and researchers. 
Conduct research on scientific and technical aspects of security topics, collaborating with faculty members. 
Engage with complex international problems and work towards innovative solutions in a collegial environment.
Receive one-on-one mentoring by CISAC and/or FSI faculty.
Apply expertise in fields such as biotechnology, nuclear security, or social sciences in fellowship projects.",https://cisac.fsi.stanford.edu/cisac-fellowships
"Intern, Research and Analysis Assistant",Special Competitive Studies Project,"Washington, DC, ▪ ...","In this internship, you'll have the opportunity to hone research and writing skills, strengthen communication skills, and improve networking skills. 
Provide support to senior leaders, including creating literature reviews and summaries on topics related to national security and technology. 
Perform original research on topics such as emerging tech platforms, disinformation, and foreign technological developments related to artificial intelligence. 
Take detailed notes and prepare memos summarising engagements with external stakeholders and experts.",https://jobs.lever.co/schmidt-entities/d0530a6a-c6c4-43cd-b083-3bdcf199b6c9
Talent Pool,GiveWell,"Various, Global, ▪ ...",GiveWell aims to keep in touch with the talent pool to share important updates and may reach out if they open a role that seems like a good fit.,https://job-boards.greenhouse.io/givewell/jobs/4053379008?gh_src=28dfee808us
"Security Engineer, Application Security",OpenAI,"New York, NY, ▪ ...","In this role, you will identify and mitigate security vulnerabilities within software applications through building security tools, code reviews, penetration testing, and security assessments.
Perform regular security assessments, code reviews, and penetration testing to identify vulnerabilities in applications and software.
Design, develop, and implement security tools, frameworks, and methodologies to protect applications against security threats.
Work closely with development teams to ensure secure coding practices are integrated throughout the software development lifecycle.",https://openai.com/careers/security-engineer-application-security-new-york-city/
"Research Assistant to Oriana Skylar Mastro, Chinese Language","Stanford University, Center for International Security and Cooperation","San Francisco Bay Area, ▪ ...","Dr. Oriana Skylar Mastro, a Center Fellow with CISAC at the Freeman Spogli Institute for International Studies, is seeking a tenacious Chinese language research assistant with first-rate analytical capabilities and outstanding academic credentials.
Conduct literature reviews on topics related to China-Russia military relations, US-China relations, and Taiwan.
Draft memos summarising findings from research projects.
Revise and edit academic documents to ensure clarity and accuracy.
Evaluate Chinese language primary and secondary sources for relevant information.",https://drive.google.com/file/d/1qCUm7zTJhogOXI03w53fDPAW9AEBqLGR/view
"Acting Assistant Professor, Future Health Scenarios","University of Washington, Institute for Health Metrics and Evaluation","Seattle metro area, ▪ ...","In this role, you'll join the Future Health Scenarios (FHS) team, an integral component of IHME’s modelling portfolio, to forecast the burden of disease in the future.
Utilise estimates for the Global Burden of Disease study to forecast trends in health outcomes for 300 diseases and over 70 health drivers.
Produce custom scenarios that measure the health gains from reducing risk factors or scaling up interventions.
Guide future health investments and implement effective policies through FHS framework outputs.",https://www.healthdata.org/about/careers/job-openings/acting-assistant-professor-future-health-scenarios
"Assistant Professor, Future Health Scenarios","University of Washington, Institute for Health Metrics and Evaluation","Seattle metro area, ▪ ...","In this role, you'll join the Future Health Scenarios (FHS) team to forecast the burden of disease in the future.
Utilise estimates for the Global Burden of Disease study to forecast trends in health outcomes for 300 diseases and over 70 health drivers.
Produce custom scenarios that measure health gains from reducing risk exposure or scaling up interventions.
Guide future health investments and policy implementation with the outputs of the FHS framework.
Collaborate extensively with the Institute for Health Metrics and Evaluation (IHME) and its diverse team.",https://www.healthdata.org/about/careers/job-openings/assistant-professor-wot-future-health-scenarios
Research Engineer,Haize Labs,"New York, NY, ▪ ...","In this role, you'll help develop fundamental safety tooling for LLMs.
Develop optimisation and fuzzing methods for breaking LLM systems, including the entire agent stack.
Go from research idea to code within hours and iterate quickly on experiments and data.
Work directly with customers to adapt our tools for different domains.
Build out infrastructure, cloud tooling, and user experience around our core algorithms.",https://job-boards.greenhouse.io/haizelabs/jobs/4070038008
"Enterprise Security Engineer, Seattle",OpenAI,"Seattle metro area, ▪ ...","In this role, you will be responsible for implementing and managing the security of OpenAI's internal information systems’ infrastructure and processes.
Develop and implement security measures to protect information assets against unauthorised access, disclosure, or misuse.
Monitor internal and external systems for security threats and respond to alerts.
Contribute to and enforce IT and Security policies and procedures, and advise employees on best practices.
Identify and remediate vulnerabilities in internal systems, adhering to best practices for data security.",https://openai.com/careers/enterprise-security-engineer-seattle/
UX Intern,Hortus AI,"San Francisco Bay Area, ▪ ...","In this internship, you will work on dynamic documentation tools for AI systems.
Refine user interfaces in support of Reward Reports.
Create additional user interfaces to complement our service offering.
Collaborate on our GitHub repository.
Lead usability studies in collaboration with early clients.",https://docs.google.com/document/d/1X08pWxN4_7X9bOS3VL8OkrIPeT51NDl1ImsjbJGOg8c/edit
General Interest,CivAI,"San Francisco Bay Area, ▪ ...","In this role, you'll disseminate knowledge about AI capabilities and dangers through interactive software experiences.
Produce interactive software demos that provide an intuitive sense of AI's current and future states.
Present these demonstrations to targeted audiences such as policymakers, interest groups, and conferences.
Make scalable versions of the demos available to the public for widespread education and awareness.
Aim to foster a world where people understand AI capabilities and make better, informed decisions.",https://airtable.com/appF2jFyZ4WQn5rd6/pagtXCfyyBEU57tXd/form
