job_title,company,location,job_link,has_keyword,Work Type,Employer Type,Policy,AI Governance,Responsible AI,Cybersecurity,Privacy,Data Governance,Data Science,Digital Governance,Digital Ethics,Digital Inclusion,Digital Rights,Civic Tech,Social Impact,Trust & Safety,Human Rights,Human-Centered Design,UX Design,Research,Education,Arts,Journalism,Language,Ethics,History,Culture,Developer,Open Source,Other
"Product Manager, AI Governance",Glean,"Bangalore, India",https://boards.greenhouse.io/gleanwork/jobs/4491493005,yes,Remote,Government,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no
COO,The Future Society,Remote between PT & CET,https://thefuturesociety.org/work-with-us/,yes,Remote,Government,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no
Research Scholar,Centre for the Governance of AI,Remote,https://www.governance.ai/post/research-scholar,yes,Remote,Government,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no
Research Fellow,Centre for the Governance of AI,Remote,https://www.governance.ai/post/research-fellow,yes,Remote,Government,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no
"Associate Director, Digital Product and AI Governance",Consumer Reports,"Yonkers, NY",https://job-boards.greenhouse.io/consumerreports/jobs/4534545007,yes,On-site,Government,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no
"Lead, Strategic Integration, Artificial Intelligence, MENA",World Economic Forum,"Geneva, Switzerland",https://www.linkedin.com/jobs/view/4121102289/?refId=0nhQD8wvTXOPgq1V5QJbWg%3D%3D&trackingId=0nhQD8wvTXOPgq1V5QJbWg%3D%3D,yes,On-site,Government,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no
"Chief of Staff, Technology and AI",Marqeta,Remote,https://job-boards.greenhouse.io/mqreferrals/jobs/6454939?gh_src=520990f81us,yes,Remote,Government,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
"Technical Program Manager, Gemini Data Governance",Google DeepMind,"Mountain View, CA",https://boards.greenhouse.io/deepmind/jobs/6317195,yes,On-site,Private,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,no
Technology Equity Manager,"City of South Bend, Indiana","South Bend, Indiana",https://recruiting.myapps.paychex.com/appone/MainInfoReq.asp?R_ID=6580999&B_ID=91&fid=1&Adid=0&ssbgcolor=FFFFFF&SearchScreenID=2301&CountryID=3&LanguageID=2,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no
AI Governance Success Manager,Credo AI,Remote,https://www.credo.ai/jobs?ashby_jid=a1c665af-d869-467c-9a9d-bd7a9437c538,yes,Remote,Private,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
"Technical Governance and Responsible AI Researcher, Cohere For AI",Cohere,San Francisco,https://jobs.ashbyhq.com/cohere/e3cb621a-75b8-467c-803c-4325fb0c1301,yes,On-site,Private,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
"Privacy, AI and Data Protection Counsel",Wiz,Remote,https://www.wiz.io/careers/job/4424911006/privacy-ai-and-data-protection-counsel,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Head of Credo AI Governance Advisory,Credo AI,"Remote, U.S. East Coast preferred",https://www.credo.ai/jobs?ashby_jid=2e5b7d37-ca0f-4941-a13f-be623c1737d9,yes,Remote,Private,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
"Specialist, AI Technology and Innovation – AI Governance Alliance",World Economic Forum,San Francisco,https://weforum.wd3.myworkdayjobs.com/en-US/Forum_Careers/job/San-Francisco/Specialist--AI-Technology-and-Innovation---AI-Governance-Alliance_R3332,yes,On-site,Private,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Staff scientist (AI policy and governance),Umeå University,Sweden,https://umu.varbi.com/en/what:job/jobID:775734/,yes,On-site,Government,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no
Algorithmic Justice Fellow,American Civil Liberties Union (ACLU),"Washington, D.C.",https://www.aclu.org/careers/apply/?job=7742482002&type=national,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Summer Research Fellow,The Institute for Law & AI’s (LawAI),"Remote with ability to attend in-person on-site week in Washington, D.C., July 7-11",https://law-ai.org/summer-research-fellowship-in-law-ai-2025/,yes,Remote,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no
Technology and Human Rights Fellowship,Harvard Kennedy School Carr Center for Human Rights Policy,Remote,https://www.hks.harvard.edu/centers/carr/opportunities/fellowship-opportunities/technology-and-human-rights-fellowship,yes,Remote,Private,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no
Director - Program Manager - AI Governance Program,Mastercard,"O'Fallon, Missouri",https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/OFallon-Missouri/Director---Program-Manager---AI-Governance-Program_R-234803?q=AI%20Governance%20Program,yes,On-site,Private,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Director, AI Governance",Mastercard,"London, England",https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/London-England-Angel-Lane/Director--AI-Governance_R-234894-1?q=AI%20Governance,yes,On-site,Private,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Senior Associate, AI Governance",The Future Society,Candiates must reside in locations between Pacific Time and Centra European Time,https://thefuturesociety.org/work-with-us/,yes,Remote,Government,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no
Westin Research Center - Privacy and AI Governance Fellows,IAPP,"Portsmouth, New Hampshire",https://recruiting.ultipro.com/INT1087IAPP/JobBoard/2db18b8e-4f9b-4832-830c-dc5f1c5041ae/OpportunityDetail?opportunityId=f700e9d1-fccf-41a0-8080-55508ec59e58,yes,On-site,Private,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Security & AI Compliance Governance Associate/ Specialist (f/m/d),SAP,"Walldorf, Delaware",https://jobs.sap.com/job/Walldorf-Security-&-AI-Compliance-Governance-Associate-Specialist-%28fmd%29-69190/1139765701/?feedId=384233&utm_campaign=SAP_Linkedin&utm_source=LILimitedListings,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
AI Governance Expert,EcoVadis,"Barcelona, Catalonia, Spain",https://www.linkedin.com/jobs/view/4046615124/,yes,On-site,Private,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no
Risk Management - AI Governance & Integration Lead - Vice President,JPMorgan Chase,"Newark, Delaware",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/job/210571177/?utm_medium=jobboard&utm_source=BuiltInCandidate,yes,On-site,Private,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Senior Director, AI Governance",PlayStation,"San Mateo, California",https://job-boards.greenhouse.io/sonyinteractiveentertainmentglobal/jobs/5354258004?gh_src=c81250474us,yes,Remote,Private,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
Policy Manager - Artificial Intelligence - Europe,Credo AI,Remote,https://www.credo.ai/jobs?ashby_jid=7d6142ec-e9b7-4c0b-a244-ce670558a12f,yes,Remote,Private,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
Product Manager - Workflows & Platform,Credo AI,Remote,https://www.credo.ai/jobs?ashby_jid=e6569ce6-feb3-421d-b281-ca22116664ea,yes,Remote,Private,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
Software Engineer- AI Governance,Dataiku,Remote,https://www.dataiku.com/company/job/?id=5067460004,yes,Remote,Government,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no
Head of AI Governance and Processes,Novo Nordisk,"Ørestad, Denmark",https://careers.novonordisk.com/job/%C3%98restad-Head-of-AI-Governance-and-Processes-Capi/1135881701/,yes,On-site,Private,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
AI Policy Fellow,Princeton University,"Princeton, New Jersey",https://puwebp.princeton.edu/AcadHire/apply/application.xhtml?listingId=36663,yes,On-site,Government,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no
"Research Scientist, Humanity, Ethics and Alignment",Google,"London, UK",https://boards.greenhouse.io/deepmind/jobs/6351433,yes,On-site,Private,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,no
"EU AI Policy, Co-Lead",Pour Demain,Brussels or remote,https://form.jotform.com/242824066874363,yes,Remote,Private,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Risk Management - AI Governance & Integration Lead - Vice President,JPMorganChase,"Newark, Delaware",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210559367,yes,On-site,Private,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Data Privacy and AI Governance Program Specialist (Bangkok-based, Relocation Provided)",Agada,"Bangkok, Thailand",https://careersatagoda.com/job/6247163-data-privacy-and-ai-governance-program-specialist-bangkok-based-relocation-provided/?gh_jid=6247163&gh_src=208785d61,yes,On-site,Private,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
Senior Counsel (AI Governance and Technology Policy),ByteDance,"London, United Kingdom",https://jobs.bytedance.com/en/position/7372586626801568009/detail?spread=BSPP2KS,yes,On-site,Private,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no
AI Governance Lead,Swift,"London, United Kingdom",https://swift.wd3.myworkdayjobs.com/en-US/Join-Swift/job/London-United-Kingdom/AI-Governance-Lead_2024-13688?source=Linkedin,yes,On-site,Private,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Head of Information Security,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4387817101,yes,On-site,Government,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
Technical advisor - Protocols,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4403452101,yes,On-site,Government,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
Psychological and Social Risks (Societal Impacts) Workstream Lead,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4399639101,yes,On-site,Government,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
Systemic Safety and Responsible Innovation (Societal Impacts) Workstream Lead,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4399653101,yes,On-site,Government,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
Crime and Social Destabilisation (Societal Impacts) Workstream Lead,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4399317101,yes,On-site,Government,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
ML Research Scientist - Safety Cases,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4380875101,yes,On-site,Government,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
Interpretability Researcher - Autonomous Systems Team,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4387417101,yes,On-site,Government,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
Risk Modelling Researcher – Autonomous Systems Team,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4380900101,yes,On-site,Government,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
Research Engineer - Autonomous Systems Team,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4380868101,yes,On-site,Government,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
Research Scientist - Autonomous Systems Team,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4380871101,yes,On-site,Government,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
Manager - Autonomous Systems Team,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4380746101,yes,On-site,Government,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
Research Engineer - General Application,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4380817101,yes,On-site,Government,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
Research Scientist - General Application,AISI,London,https://boards.eu.greenhouse.io/aisi/jobs/4380738101,yes,On-site,Government,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
Researcher / Senior Researcher - AI Policy and Standards,Institute for AI Policy and Strategy,"This role is fully remote, and we are able to legally hire in most countries, though we have a preference for one of our two roles to be based in Washington DC.",https://careers.rethinkpriorities.org/postings/8457d224-4e31-477a-9cbe-84b2f86f897d?token=vVPxvrQea1sRUBejg4asx3ZH,yes,Remote,Private,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no
Responsible AI Leader,Insurance client,"Atlanta, Georgia",https://grnh.se/09988d422us,yes,On-site,Private,no,no,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
Data Scientist Contractor,Planned Parenthood Federation of America,Remote,https://docs.google.com/document/d/1caliNL0TrKvT-lJvUid_MB1hNn0RmhfrjKCP1bmTw9w/edit?usp=sharing,yes,Remote,Private,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
The CHAI Research Fellowship,University of California: Center for Human-Compatible AI,PostDoc/Fellowship/Residency,https://humancompatible.ai/jobs#chai-internship,yes,Remote,Private,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no
Policy and Advocacy Manager - Technology Threats and Opportunities,WITNESS,Remote,https://witness.bamboohr.com/careers/57,yes,Remote,Private,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Presidential Innovation Fellows,Presidential Innovation Fellows,Mid-Senior,https://presidentialinnovationfellows.gov/apply/,yes,On-site,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Presidential Innovation Fellowship (PIF),GSA/TTS,Remote,https://presidentialinnovationfellows.gov/apply/,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Senior Research Associate - ELSA, Safe and Ethical AI Programme",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/senior-research-associate-elsa-safe-and-ethical-ai-programme-45299/en/,yes,On-site,Private,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,no,no,no
"Research Assistant-ELSA, Safe and Ethical AI Programme",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/research-assistant-elsa-safe-and-ethical-ai-programme-45300/en/,yes,On-site,Private,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,no,no,no
AI Accountability Fellowship,Pulitzer Center,Remote,https://pulitzercenter.org/blog/open-call-proposals-pulitzer-centers-ai-accountability-fellowships-2024-2025,yes,Remote,Government,yes,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no
UK Public Policy Lead,Ada Lovelace Institute,London,https://app.beapplied.com/apply/ousmkhmyhr?utm_source=alltech,yes,On-site,Government,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no
Horizon Fellowship,Horizon Institute for Public Service,Remote,https://horizonpublicservice.org/programs/become-a-fellow/,yes,Remote,Government,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no
Chief Artificial Intelligence Officer (CAIO) - SL (Open to both U.S. Citizens and Federal Employees),US Department of Transportation,"Washington, DC",https://www.usajobs.gov/job/799207400,yes,Remote,Government,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no
Artificial Intelligence (AI) Technology Expert,US Department of Homeland Security,Multiple locations,https://www.usajobs.gov/job/798685200,yes,Remote,Government,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,no
"Associate/Senior Associate, European AI Governance",The Future Society,"Brussels, Belgium",https://thefuturesociety.org/work-with-us/,yes,Remote,Government,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no
Technical Advisor on Artificial Intelligence to EMEIA Public Policy-Freelancer,EY,"Brussels, Belgium",https://careers.ey.com/ey/job/Brussel-Technical-Advisor-on-Artificial-Intelligence-to-EMEIA-Public-Policy-Freelancer-1040/1089679101/,yes,On-site,Private,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
"Senior Vice President, Artificial Intelligence & Machine Learning",Visa,"Foster City, California",https://jobs.smartrecruiters.com/Visa/743999996974648-senior-vice-president-artificial-intelligence-machine-learning,yes,Remote,Government,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no
Program Associate,Institute for Law & AI,Remote,https://docs.google.com/document/d/1s__6371bt6c8zbl3bJgwMimL5Xvh-eNqpx_cVGre-LE/edit,yes,Remote,Private,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
(Senior) Research Fellow,Institute for Law & AI,Remote,https://docs.google.com/document/d/19M1_TgUk_siC9GetxA0knFZFx6orDTH5DLAuo0wPsLU/edit#heading=h.fm6hg0sdth0f,yes,Remote,Private,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
(Senior) Research Scholar (General Track),Institute for Law & AI,Remote,https://docs.google.com/document/d/1dBX1XSSGaF3iDExRWDx0WuKoG091WhGOglgBX91Ubw4/edit,yes,Remote,Private,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
(Senior) Research Scholar (Special Projects Track),Institute for Law & AI,Remote,https://docs.google.com/document/d/1NcScMri3Bh6PGLpAHKLsp8_xv7eXMr7_rRGn_2rf2rc/edit#heading=h.s9huu1uchnzc,yes,Remote,Private,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Director of Programs,Institute for Law & AI,Remote,https://docs.google.com/document/d/1ZxP3e9md9tyAtT001lVNNx_ffVCxqBybpbt9fUK3Eis/edit,yes,Remote,Private,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Chief of Staff,Institute for Law & AI,Remote,https://docs.google.com/document/d/1EIczd7LF6ermY5hY-1nc6clvLLJLWga_AM64FxjEj68/edit#heading=h.s9huu1uchnzc,yes,Remote,Private,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
AI Policy Researcher (Contractor),The Centre for Long-Term Resilience,"Westminster, London",https://www.longtermresilience.org/post/expression-of-interest-ai-policy-researcher-contractor,yes,Remote,Government,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no
